time	I(CL)+I(RL)
8.167383024466644e-04	5.995296e-02
8.168383024466644e-04	5.995297e-02
8.169383024466643e-04	5.995298e-02
8.170383024466642e-04	5.995299e-02
8.171383024466642e-04	5.995300e-02
8.172383024466641e-04	5.995301e-02
8.173383024466641e-04	5.995302e-02
8.174383024466640e-04	5.995303e-02
8.175383024466640e-04	5.995304e-02
8.176383024466639e-04	5.995305e-02
8.177383024466639e-04	5.995307e-02
8.178383024466638e-04	5.995308e-02
8.179383024466638e-04	5.995309e-02
8.180383024466637e-04	5.995310e-02
8.181383024466637e-04	5.995311e-02
8.182383024466636e-04	5.995312e-02
8.183383024466636e-04	5.995313e-02
8.184383024466635e-04	5.995314e-02
8.185383024466635e-04	5.995315e-02
8.186383024466634e-04	5.995316e-02
8.187383024466634e-04	5.995317e-02
8.188383024466633e-04	5.995318e-02
8.189383024466633e-04	5.995319e-02
8.190383024466632e-04	5.995320e-02
8.191383024466632e-04	5.995321e-02
8.192383024466631e-04	5.995322e-02
8.193383024466631e-04	5.995323e-02
8.194383024466630e-04	5.995325e-02
8.195383024466630e-04	5.995326e-02
8.196383024466629e-04	5.995327e-02
8.197383024466629e-04	5.995328e-02
8.198383024466628e-04	5.995329e-02
8.199383024466627e-04	5.995330e-02
8.200383024466627e-04	5.995331e-02
8.201383024466626e-04	5.995332e-02
8.202383024466626e-04	5.995333e-02
8.203383024466625e-04	5.995334e-02
8.204383024466625e-04	5.995335e-02
8.205383024466624e-04	5.995336e-02
8.206383024466624e-04	5.995337e-02
8.207383024466623e-04	5.995339e-02
8.208383024466623e-04	5.995340e-02
8.209383024466622e-04	5.995341e-02
8.210383024466622e-04	5.995342e-02
8.211383024466621e-04	5.995343e-02
8.212383024466621e-04	5.995344e-02
8.213383024466620e-04	5.995345e-02
8.214383024466620e-04	5.995346e-02
8.215383024466619e-04	5.995347e-02
8.216383024466619e-04	5.995348e-02
8.217383024466618e-04	5.995349e-02
8.218383024466618e-04	5.995350e-02
8.219383024466617e-04	5.995351e-02
8.220383024466617e-04	5.995353e-02
8.221383024466616e-04	5.995354e-02
8.222383024466616e-04	5.995355e-02
8.223383024466615e-04	5.995356e-02
8.224383024466615e-04	5.995357e-02
8.225383024466614e-04	5.995358e-02
8.226383024466614e-04	5.995359e-02
