time	I(CL)+I(RL)
1.898977989730090e-03	-5.886294e-02
1.899077989730090e-03	-5.886292e-02
1.899177989730090e-03	-5.886289e-02
1.899277989730090e-03	-5.886286e-02
1.899377989730090e-03	-5.886283e-02
1.899477989730090e-03	-5.886280e-02
1.899577989730090e-03	-5.886277e-02
1.899677989730090e-03	-5.886274e-02
1.899777989730090e-03	-5.886271e-02
1.899877989730090e-03	-5.886268e-02
1.899977989730090e-03	-5.886265e-02
1.900077989730090e-03	-5.886262e-02
1.900177989730090e-03	-5.886259e-02
1.900277989730091e-03	-5.886257e-02
1.900377989730091e-03	-5.886254e-02
1.900477989730091e-03	-5.886251e-02
1.900577989730091e-03	-5.886248e-02
1.900677989730091e-03	-5.886245e-02
1.900777989730091e-03	-5.886242e-02
1.900877989730091e-03	-5.886239e-02
1.900977989730091e-03	-5.886236e-02
1.901077989730091e-03	-5.886233e-02
1.901177989730091e-03	-5.886230e-02
1.901277989730091e-03	-5.886227e-02
1.901377989730091e-03	-5.886225e-02
1.901477989730091e-03	-5.886222e-02
1.901577989730091e-03	-5.886219e-02
1.901677989730091e-03	-5.886216e-02
1.901777989730091e-03	-5.886213e-02
1.901877989730091e-03	-5.886210e-02
1.901977989730092e-03	-5.886207e-02
1.902077989730092e-03	-5.886205e-02
1.902177989730092e-03	-5.886202e-02
1.902277989730092e-03	-5.886198e-02
1.902377989730092e-03	-5.886195e-02
1.902477989730092e-03	-5.886193e-02
1.902577989730092e-03	-5.886190e-02
1.902677989730092e-03	-5.886187e-02
1.902777989730092e-03	-5.886184e-02
1.902877989730092e-03	-5.886181e-02
1.902977989730092e-03	-5.886178e-02
1.903077989730092e-03	-5.886176e-02
1.903177989730092e-03	-5.886173e-02
1.903277989730092e-03	-5.886170e-02
1.903377989730092e-03	-5.886167e-02
1.903477989730092e-03	-5.886164e-02
1.903577989730092e-03	-5.886161e-02
1.903677989730092e-03	-5.886158e-02
1.903777989730093e-03	-5.886155e-02
1.903877989730093e-03	-5.886152e-02
1.903977989730093e-03	-5.886150e-02
1.904077989730093e-03	-5.886147e-02
