Freq.	-V(Vr)/V(Vf)
Step Information: Cl=400p  (Step: 1/15)
6.32455532033677e+04	(4.14131453957545e+01dB,-1.01577289711877e+02°)
7.96214341106996e+04	(3.92414420931995e+01dB,-1.04278649467677e+02°)
1.00237446725455e+05	(3.69859812632326e+01dB,-1.07424862940877e+02°)
1.26191468896039e+05	(3.46173931414928e+01dB,-1.10946943935326e+02°)
1.58865646944857e+05	(3.21073076688970e+01dB,-1.14673660307491e+02°)
2.00000000000000e+05	(2.94381465124763e+01dB,-1.18320479503963e+02°)
2.51785082358834e+05	(2.66147712945346e+01dB,-1.21526182188203e+02°)
3.16978638492223e+05	(2.36718101679072e+01dB,-1.23944723179734e+02°)
3.99052462993777e+05	(2.06707409399228e+01dB,-1.25362096567716e+02°)
5.02377286301917e+05	(1.76860768028080e+01dB,-1.25785138109508e+02°)
6.32455532033677e+05	(1.47858313621685e+01dB,-1.25461624753224e+02°)
7.96214341106997e+05	(1.20140153345562e+01dB,-1.24823577115102e+02°)
1.00237446725455e+06	(9.38191521680928e+00dB,-1.24380692829970e+02°)
1.26191468896039e+06	(6.87026509003732e+00dB,-1.24614837920568e+02°)
1.58865646944857e+06	(4.43816097414445e+00dB,-1.25918675276272e+02°)
2.00000000000001e+06	(2.03183468936821e+00dB,-1.28584323117962e+02°)
2.51785082358834e+06	(-4.10985071231383e-01dB,-1.32815577630259e+02°)
3.16978638492224e+06	(-2.96088153343153e+00dB,-1.38731318601014e+02°)
3.99052462993777e+06	(-5.69725833953722e+00dB,-1.46341305243078e+02°)
5.02377286301918e+06	(-8.70468508485445e+00dB,-1.55497465285954e+02°)
6.32455532033678e+06	(-1.20608055508465e+01dB,-1.65850802520621e+02°)
7.96214341106997e+06	(-1.58151455114866e+01dB,-1.76868149553577e+02°)
1.00237446725455e+07	(-1.99637496009886e+01dB,1.72040540066184e+02°)
1.26191468896039e+07	(-2.44250151213648e+01dB,1.61281006197192e+02°)
1.58865646944857e+07	(-2.90094722927952e+01dB,1.50784110610381e+02°)
2.00000000000000e+07	(-3.33596051033624e+01dB,1.39854799420499e+02°)
Step Information: Cl=2µ  (Step: 13/15)
2.00000000000000e+01	(1.11728009164421e+02dB,-8.96267673656774e+01°)
2.51785082358833e+01	(1.09728079827104e+02dB,-8.97069775438886e+01°)
3.16978638492223e+01	(1.07728124337412e+02dB,-8.97715844556206e+01°)
3.99052462993776e+01	(1.05728152302212e+02dB,-8.98240280318032e+01°)
5.02377286301916e+01	(1.03728169757437e+02dB,-8.98671007643471e+01°)
6.32455532033676e+01	(1.01728180470697e+02dB,-8.99030962872612e+01°)
7.96214341106995e+01	(9.97281867544159e+01dB,-8.99339314104861e+01°)
1.00237446725454e+02	(9.77281899649152e+01dB,-8.99612481742072e+01°)
1.26191468896039e+02	(9.57281907951784e+01dB,-8.99865012786898e+01°)
1.58865646944856e+02	(9.37281894244123e+01dB,-9.00110355223084e+01°)
2.00000000000000e+02	(9.17281855567506e+01dB,-9.00361574252876e+01°)
2.51785082358834e+02	(8.97281783573579e+01dB,-9.00632047928066e+01°)
3.16978638492223e+02	(8.77281662722726e+01dB,-9.00936179409104e+01°)
3.99052462993776e+02	(8.57281466929882e+01dB,-9.01290163730817e+01°)
5.02377286301916e+02	(8.37281153934810e+01dB,-9.01712849742694e+01°)
6.32455532033676e+02	(8.17280656181754e+01dB,-9.02226742787773e+01°)
7.96214341106995e+02	(7.97279866241404e+01dB,-9.02859201137601e+01°)
1.00237446725455e+03	(7.77278613632271e+01dB,-9.03643888698405e+01°)
1.26191468896039e+03	(7.57276628047240e+01dB,-9.04622559451076e+01°)
1.58865646944856e+03	(7.37273481070614e+01dB,-9.05847264324542e+01°)
2.00000000000000e+03	(7.17268493862500e+01dB,-9.07383089981743e+01°)
2.51785082358834e+03	(6.97260591027899e+01dB,-9.09311558775473e+01°)
3.16978638492223e+03	(6.77248069488885e+01dB,-9.11734838337486e+01°)
3.99052462993776e+03	(6.57228233374668e+01dB,-9.14780919861093e+01°)
5.02377286301917e+03	(6.37196818385018e+01dB,-9.18609911705218e+01°)
6.32455532033677e+03	(6.17147087036784e+01dB,-9.23421527791207e+01°)
7.96214341106996e+03	(5.97068413614452e+01dB,-9.29463665804968e+01°)
1.00237446725455e+04	(5.76944088415030e+01dB,-9.37041546779580e+01°)
1.26191468896039e+04	(5.56747953668741e+01dB,-9.46525998804308e+01°)
1.58865646944857e+04	(5.36439355440965e+01dB,-9.58357716952887e+01°)
2.00000000000000e+04	(5.15955825856868e+01dB,-9.73041098580481e+01°)
2.51785082358834e+04	(4.95203089569275e+01dB,-9.91115785849815e+01°)
3.16978638492223e+04	(4.74042849442434e+01dB,-1.01308611354439e+02°)
3.99052462993777e+04	(4.52281120901208e+01dB,-1.03928065975868e+02°)
5.02377286301917e+04	(4.29664507865815e+01dB,-1.06961563193496e+02°)
6.32455532033677e+04	(4.05898233998571e+01dB,-1.10326852194362e+02°)
7.96214341106996e+04	(3.80702829462349e+01dB,-1.13835730823265e+02°)
1.00237446725455e+05	(3.53914737171264e+01dB,-1.17184695070181e+02°)
1.26191468896039e+05	(3.25602697465717e+01dB,-1.19994447684377e+02°)
1.58865646944857e+05	(2.96136915426331e+01dB,-1.21903748937885e+02°)
2.00000000000000e+05	(2.66154157398780e+01dB,-1.22685169895405e+02°)
2.51785082358834e+05	(2.36416538414840e+01dB,-1.22329673335315e+02°)
3.16978638492223e+05	(2.07618397491437e+01dB,-1.21061336520621e+02°)
3.99052462993777e+05	(1.80218988502912e+01dB,-1.19276344900047e+02°)
5.02377286301917e+05	(1.54367129839341e+01dB,-1.17434978062561e+02°)
6.32455532033677e+05	(1.29936579157712e+01dB,-1.15958391726500e+02°)
7.96214341106997e+05	(1.06629182939517e+01dB,-1.15173066052041e+02°)
1.00237446725455e+06	(8.40777826743070e+00dB,-1.15309339764892e+02°)
1.26191468896039e+06	(6.19060974467161e+00dB,-1.16531080658232e+02°)
1.58865646944857e+06	(3.97403688597574e+00dB,-1.18969858850010e+02°)
2.00000000000001e+06	(1.71866390565910e+00dB,-1.22747296657447e+02°)
2.51785082358834e+06	(-6.20993293198530e-01dB,-1.27977839985156e+02°)
3.16978638492224e+06	(-3.10068366530465e+00dB,-1.34747351564659e+02°)
3.99052462993777e+06	(-5.78835684011640e+00dB,-1.43065894287045e+02°)
5.02377286301918e+06	(-8.76051785535978e+00dB,-1.52803066023911e+02°)
6.32455532033678e+06	(-1.20897162176963e+01dB,-1.63634919997316e+02°)
7.96214341106997e+06	(-1.58228697562842e+01dB,-1.75054031665492e+02°)
1.00237446725455e+07	(-1.99553248620831e+01dB,1.73508038375090e+02°)
1.26191468896039e+07	(-2.44059654219542e+01dB,1.62442028280726e+02°)
1.58865646944857e+07	(-2.89862075368408e+01dB,1.51669749737572e+02°)
2.00000000000000e+07	(-3.33388152847735e+01dB,1.40490564812506e+02°)
Step Information: Cl=5µ  (Step: 14/15)
2.00000000000000e+01	(1.11728008441641e+02dB,-8.96376379195771e+01°)
2.51785082358833e+01	(1.09728078681954e+02dB,-8.97206627613623e+01°)
3.16978638492223e+01	(1.07728122522843e+02dB,-8.97888131163984e+01°)
3.99052462993776e+01	(1.05728149426701e+02dB,-8.98457176250572e+01°)
5.02377286301916e+01	(1.03728165200445e+02dB,-8.98944063336225e+01°)
6.32455532033676e+01	(1.01728173248740e+02dB,-8.99374719434318e+01°)
7.96214341106995e+01	(9.97281753087714e+01dB,-8.99772077558794e+01°)
1.00237446725454e+02	(9.77281718251982e+01dB,-9.00157297853639e+01°)
1.26191468896039e+02	(9.57281620461056e+01dB,-9.00550893939377e+01°)
1.58865646944856e+02	(9.37281438607407e+01dB,-9.00973825097296e+01°)
2.00000000000000e+02	(9.17281133439545e+01dB,-9.01448611778431e+01°)
2.51785082358834e+02	(8.97280639091225e+01dB,-9.02000533809940e+01°)
3.16978638492223e+02	(8.77279848868176e+01dB,-9.02658974575469e+01°)
3.99052462993776e+02	(8.57278592228248e+01dB,-9.03458981505452e+01°)
5.02377286301916e+02	(8.37276597994899e+01dB,-9.04443124132041e+01°)
6.32455532033676e+02	(8.17273435887363e+01dB,-9.05663744277715e+01°)
7.96214341106995e+02	(7.97268423804183e+01dB,-9.07185710052061e+01°)
1.00237446725455e+03	(7.77260480991927e+01dB,-9.09089803686835e+01°)
1.26191468896039e+03	(7.57247895770927e+01dB,-9.11476890705801e+01°)
1.58865646944856e+03	(7.37227958593475e+01dB,-9.14473026847712e+01°)
2.00000000000000e+03	(7.17196383517361e+01dB,-9.18235644643075e+01°)
2.51785082358834e+03	(6.97146398936900e+01dB,-9.22960891433226e+01°)
3.16978638492223e+03	(6.77067325556817e+01dB,-9.28892002099242e+01°)
3.99052462993776e+03	(6.56942370037585e+01dB,-9.36328159848600e+01°)
5.02377286301917e+03	(6.36745245244246e+01dB,-9.45632399210379e+01°)
6.32455532033677e+03	(6.16435100037123e+01dB,-9.57235337858037e+01°)
7.96214341106996e+03	(5.95949172881243e+01dB,-9.71628264815716e+01°)
1.00237446725455e+04	(5.75192767544876e+01dB,-9.89333609523840e+01°)
1.26191468896039e+04	(5.54027021098108e+01dB,-1.01083284910353e+02°)
1.58865646944857e+04	(5.32257269894595e+01dB,-1.03642392573258e+02°)
2.00000000000000e+04	(5.09629470501247e+01dB,-1.06598195021471e+02°)
2.51785082358834e+04	(4.85848559728394e+01dB,-1.09863011691624e+02°)
3.16978638492223e+04	(4.60635643419117e+01dB,-1.13241719457609e+02°)
3.99052462993777e+04	(4.33829060975329e+01dB,-1.16422432411555e+02°)
5.02377286301917e+04	(4.05500807752270e+01dB,-1.19016150340779e+02°)
6.32455532033677e+04	(3.76025190702052e+01dB,-1.20650499094733e+02°)
7.96214341106996e+04	(3.46043337148555e+01dB,-1.21084793065954e+02°)
1.00237446725455e+05	(3.16322030399834e+01dB,-1.20293418215492e+02°)
1.26191468896039e+05	(2.87561562457810e+01dB,-1.18479206332230e+02°)
1.58865646944857e+05	(2.60230196823707e+01dB,-1.16011169779545e+02°)
2.00000000000000e+05	(2.34491280231910e+01dB,-1.13315336356190e+02°)
2.51785082358834e+05	(2.10241950695117e+01dB,-1.10770449241665e+02°)
3.16978638492223e+05	(1.87220957077455e+01dB,-1.08651464036615e+02°)
3.99052462993777e+05	(1.65118281051954e+01dB,-1.07127531140215e+02°)
5.02377286301917e+05	(1.43644727447134e+01dB,-1.06292125849885e+02°)
6.32455532033677e+05	(1.22557422525255e+01dB,-1.06199949085912e+02°)
7.96214341106997e+05	(1.01655945052108e+01dB,-1.06896818377827e+02°)
1.00237446725455e+06	(8.07639310614137e+00dB,-1.08439372103413e+02°)
1.26191468896039e+06	(5.97044478984596e+00dB,-1.10906025100623e+02°)
1.58865646944857e+06	(3.82716328982945e+00dB,-1.14400841048705e+02°)
2.00000000000001e+06	(1.61981621715119e+00dB,-1.19049973608553e+02°)
2.51785082358834e+06	(-6.88099329546881e-01dB,-1.24987283849979e+02°)
3.16978638492224e+06	(-3.14617799786659e+00dB,-1.32323321156077e+02°)
3.99052462993777e+06	(-5.81825262503320e+00dB,-1.41093488018991e+02°)
5.02377286301918e+06	(-8.77819154309037e+00dB,-1.51191490596697e+02°)
6.32455532033678e+06	(-1.20970670724649e+01dB,-1.62315402774008e+02°)
7.96214341106997e+06	(-1.58212949311323e+01dB,-1.73976804833197e+02°)
1.00237446725455e+07	(-1.99464913889271e+01dB,1.74377927617819e+02°)
1.26191468896039e+07	(-2.43922734512591e+01dB,1.63129515023511e+02°)
1.58865646944857e+07	(-2.89708734846395e+01dB,1.52193772164631e+02°)
2.00000000000000e+07	(-3.33254160982817e+01dB,1.40866443146565e+02°)
Step Information: Cl=10µ  (Step: 15/15)
2.00000000000000e+01	(1.11728005851913e+02dB,-8.96557555027296e+01°)
2.51785082358833e+01	(1.09728074578160e+02dB,-8.97434714307058e+01°)
3.16978638492223e+01	(1.07728116019404e+02dB,-8.98175275089884e+01°)
3.99052462993776e+01	(1.05728139120076e+02dB,-8.98818668625467e+01°)
5.02377286301916e+01	(1.03728148866197e+02dB,-8.99399154535188e+01°)
6.32455532033676e+01	(1.01728147361391e+02dB,-8.99947643743741e+01°)
7.96214341106995e+01	(9.97281342808689e+01dB,-9.00493343352372e+01°)
1.00237446725454e+02	(9.77281068013661e+01dB,-9.01065311363122e+01°)
1.26191468896039e+02	(9.57280589918423e+01dB,-9.01694002655036e+01°)
1.58865646944856e+02	(9.37279805337167e+01dB,-9.02412888598229e+01°)
2.00000000000000e+02	(9.17278544946173e+01dB,-9.03260235294158e+01°)
2.51785082358834e+02	(8.97276536760434e+01dB,-9.04281132777449e+01°)
3.16978638492223e+02	(8.77273347490874e+01dB,-9.05529879215058e+01°)
3.99052462993776e+02	(8.57268289181588e+01dB,-9.07072838600383e+01°)
5.02377286301916e+02	(8.37260271122603e+01dB,-9.08991907315340e+01°)
6.32455532033676e+02	(8.17247565445223e+01dB,-9.11388740661453e+01°)
7.96214341106995e+02	(7.97227436734722e+01dB,-9.14389898105284e+01°)
1.00237446725455e+03	(7.77195558041182e+01dB,-9.18153049108259e+01°)
1.26191468896039e+03	(7.57145093061211e+01dB,-9.22874308851276e+01°)
1.58865646944856e+03	(7.37065260901662e+01dB,-9.28796579762002e+01°)
2.00000000000000e+03	(7.16939109665662e+01dB,-9.36218336851694e+01°)
2.51785082358834e+03	(6.96740107094360e+01dB,-9.45501380930511e+01°)
3.16978638492223e+03	(6.76427028709870e+01dB,-9.57074291014611e+01°)
3.99052462993776e+03	(6.55936557852468e+01dB,-9.71425007154034e+01°)
5.02377286301917e+03	(6.35173204634733e+01dB,-9.89070416425804e+01°)
6.32455532033677e+03	(6.13997043833967e+01dB,-1.01048280320539e+02°)
7.96214341106996e+03	(5.92212147319663e+01dB,-1.03594509962558e+02°)
1.00237446725455e+04	(5.69563289379248e+01dB,-1.06530895144354e+02°)
1.26191468896039e+04	(5.45754935837315e+01dB,-1.09766369634452e+02°)
1.58865646944857e+04	(5.20509360631645e+01dB,-1.13101501030627e+02°)
2.00000000000000e+04	(4.93668463350609e+01dB,-1.16219817256951e+02°)
2.51785082358834e+04	(4.65309949135999e+01dB,-1.18728478191991e+02°)
3.16978638492223e+04	(4.35814362774083e+01dB,-1.20252715034929e+02°)
3.99052462993777e+04	(4.05827360351213e+01dB,-1.20550562080534e+02°)
5.02377286301917e+04	(3.76117018933256e+01dB,-1.19594874010122e+02°)
6.32455532033677e+04	(3.47381648847307e+01dB,-1.17584883755956e+02°)
7.96214341106996e+04	(3.20085714623737e+01dB,-1.14882334348200e+02°)
1.00237446725455e+05	(2.94389327013742e+01dB,-1.11901451008952e+02°)
1.26191468896039e+05	(2.70189206018999e+01dB,-1.09004630021284e+02°)
1.58865646944857e+05	(2.47227858972476e+01dB,-1.06446265194041e+02°)
2.00000000000000e+05	(2.25203904409582e+01dB,-1.04370721683766e+02°)
2.51785082358834e+05	(2.03842618049792e+01dB,-1.02841871652430e+02°)
3.16978638492223e+05	(1.82923471736443e+01dB,-1.01879025377321e+02°)
3.99052462993777e+05	(1.62279927110258e+01dB,-1.01485865582316e+02°)
5.02377286301917e+05	(1.41786783149084e+01dB,-1.01669649279569e+02°)
6.32455532033677e+05	(1.21343995313070e+01dB,-1.02452726680284e+02°)
7.96214341106997e+05	(1.00860321567244e+01dB,-1.03879175754247e+02°)
1.00237446725455e+06	(8.02369463174778e+00dB,-1.06018529930028e+02°)
1.26191468896039e+06	(5.93496886542345e+00dB,-1.08967419511932e+02°)
1.58865646944857e+06	(3.80276943407898e+00dB,-1.12848661062339e+02°)
2.00000000000001e+06	(1.60266061252637e+00dB,-1.17805576556997e+02°)
2.51785082358834e+06	(-7.00354760921549e-01dB,-1.23986915126763e+02°)
3.16978638492224e+06	(-3.15487725545014e+00dB,-1.31515850368448e+02°)
3.99052462993777e+06	(-5.82408372310996e+00dB,-1.40438478206864e+02°)
5.02377286301918e+06	(-8.78143413717547e+00dB,-1.50657669258329e+02°)
6.32455532033678e+06	(-1.20978100114192e+01dB,-1.61879398154652e+02°)
7.96214341106997e+06	(-1.58196480151185e+01dB,-1.73621863686656e+02°)
1.00237446725455e+07	(-1.99427679437627e+01dB,1.74663467342348e+02°)
1.26191468896039e+07	(-2.43870951261408e+01dB,1.63353901292147e+02°)
1.58865646944857e+07	(-2.89651640975347e+01dB,1.52363284550164e+02°)
2.00000000000000e+07	(-3.33202349049126e+01dB,1.40986406721063e+02°)
