time	V(vout)
1.776537743426286e-03	-2.499539e+00
1.776637743426286e-03	-2.499539e+00
1.776737743426286e-03	-2.499539e+00
1.776837743426286e-03	-2.499539e+00
1.776937743426286e-03	-2.499539e+00
1.777037743426286e-03	-2.499539e+00
1.777137743426286e-03	-2.499539e+00
1.777237743426286e-03	-2.499539e+00
1.777337743426286e-03	-2.499539e+00
1.777437743426286e-03	-2.499539e+00
1.777537743426287e-03	-2.499539e+00
1.777637743426287e-03	-2.499539e+00
1.777737743426287e-03	-2.499539e+00
1.777837743426287e-03	-2.499539e+00
1.777937743426287e-03	-2.499539e+00
1.778037743426287e-03	-2.499539e+00
1.778137743426287e-03	-2.499539e+00
1.778237743426287e-03	-2.499539e+00
1.778337743426287e-03	-2.499539e+00
1.778437743426287e-03	-2.499539e+00
1.778537743426287e-03	-2.499539e+00
1.778637743426287e-03	-2.499539e+00
1.778737743426287e-03	-2.499539e+00
1.778837743426287e-03	-2.499539e+00
1.778937743426287e-03	-2.499539e+00
1.779037743426287e-03	-2.499539e+00
1.779137743426287e-03	-2.499539e+00
1.779237743426287e-03	-2.499539e+00
1.779337743426288e-03	-2.499539e+00
1.779437743426288e-03	-2.499539e+00
1.779537743426288e-03	-2.499539e+00
1.779637743426288e-03	-2.499539e+00
1.779737743426288e-03	-2.499539e+00
1.779837743426288e-03	-2.499539e+00
1.779937743426288e-03	-2.499539e+00
1.780037743426288e-03	-2.499539e+00
1.780137743426288e-03	-2.499539e+00
1.780237743426288e-03	-2.499539e+00
1.780337743426288e-03	-2.499539e+00
1.780437743426288e-03	-2.499539e+00
1.780537743426288e-03	-2.499539e+00
1.780637743426288e-03	-2.499539e+00
1.780737743426288e-03	-2.499539e+00
1.780837743426288e-03	-2.499539e+00
1.780937743426288e-03	-2.499539e+00
1.781037743426288e-03	-2.499539e+00
1.781137743426289e-03	-2.499539e+00
1.781237743426289e-03	-2.499539e+00
1.781337743426289e-03	-2.499539e+00
1.781437743426289e-03	-2.499539e+00
1.781537743426289e-03	-2.499539e+00
1.781637743426289e-03	-2.499539e+00
1.781737743426289e-03	-2.499539e+00
1.781837743426289e-03	-2.499539e+00
1.781937743426289e-03	-2.499539e+00
1.782037743426289e-03	-2.499539e+00
1.782137743426289e-03	-2.499539e+00
1.782237743426289e-03	-2.499539e+00
1.782337743426289e-03	-2.499539e+00
1.782437743426289e-03	-2.499539e+00
1.782537743426289e-03	-2.499539e+00
1.782637743426289e-03	-2.499539e+00
1.782737743426289e-03	-2.499539e+00
1.782837743426290e-03	-2.499539e+00
1.782937743426290e-03	-2.499539e+00
1.783037743426290e-03	-2.499539e+00
1.783137743426290e-03	-2.499539e+00
1.783237743426290e-03	-2.499539e+00
1.783337743426290e-03	-2.499539e+00
1.783437743426290e-03	-2.499539e+00
1.783537743426290e-03	-2.499539e+00
1.783637743426290e-03	-2.499539e+00
1.783737743426290e-03	-2.499539e+00
1.783837743426290e-03	-2.499539e+00
1.783937743426290e-03	-2.499539e+00
1.784037743426290e-03	-2.499539e+00
1.784137743426290e-03	-2.499539e+00
1.784237743426290e-03	-2.499539e+00
1.784337743426290e-03	-2.499539e+00
1.784437743426290e-03	-2.499539e+00
1.784537743426290e-03	-2.499539e+00
1.784637743426291e-03	-2.499539e+00
1.784737743426291e-03	-2.499539e+00
1.784837743426291e-03	-2.499539e+00
1.784937743426291e-03	-2.499539e+00
1.785037743426291e-03	-2.499539e+00
1.785137743426291e-03	-2.499539e+00
1.785237743426291e-03	-2.499539e+00
1.785337743426291e-03	-2.499539e+00
1.785437743426291e-03	-2.499539e+00
1.785537743426291e-03	-2.499539e+00
1.785637743426291e-03	-2.499539e+00
1.785737743426291e-03	-2.499539e+00
1.785837743426291e-03	-2.499539e+00
1.785937743426291e-03	-2.499539e+00
1.786037743426291e-03	-2.499539e+00
1.786137743426291e-03	-2.499539e+00
1.786237743426291e-03	-2.499539e+00
1.786337743426291e-03	-2.499539e+00
1.786437743426292e-03	-2.499539e+00
1.786537743426292e-03	-2.499539e+00
1.786637743426292e-03	-2.499539e+00
1.786737743426292e-03	-2.499539e+00
1.786837743426292e-03	-2.499539e+00
1.786937743426292e-03	-2.499539e+00
1.787037743426292e-03	-2.499539e+00
1.787137743426292e-03	-2.499539e+00
1.787237743426292e-03	-2.499539e+00
1.787337743426292e-03	-2.499539e+00
1.787437743426292e-03	-2.499539e+00
1.787537743426292e-03	-2.499539e+00
1.787637743426292e-03	-2.499539e+00
1.787737743426292e-03	-2.499539e+00
1.787837743426292e-03	-2.499539e+00
1.787937743426292e-03	-2.499539e+00
1.788037743426292e-03	-2.499539e+00
1.788137743426293e-03	-2.499539e+00
1.788237743426293e-03	-2.499539e+00
1.788337743426293e-03	-2.499539e+00
1.788437743426293e-03	-2.499539e+00
1.788537743426293e-03	-2.499539e+00
1.788637743426293e-03	-2.499539e+00
1.788737743426293e-03	-2.499539e+00
1.788837743426293e-03	-2.499539e+00
1.788937743426293e-03	-2.499539e+00
1.789037743426293e-03	-2.499539e+00
1.789137743426293e-03	-2.499539e+00
1.789237743426293e-03	-2.499539e+00
1.789337743426293e-03	-2.499539e+00
1.789437743426293e-03	-2.499539e+00
1.789537743426293e-03	-2.499539e+00
1.789637743426293e-03	-2.499539e+00
1.789737743426293e-03	-2.499539e+00
1.789837743426293e-03	-2.499539e+00
1.789937743426294e-03	-2.499539e+00
1.790037743426294e-03	-2.499539e+00
1.790137743426294e-03	-2.499539e+00
1.790237743426294e-03	-2.499539e+00
1.790337743426294e-03	-2.499539e+00
1.790437743426294e-03	-2.499539e+00
1.790537743426294e-03	-2.499539e+00
1.790637743426294e-03	-2.499539e+00
1.790737743426294e-03	-2.499539e+00
1.790837743426294e-03	-2.499539e+00
1.790937743426294e-03	-2.499539e+00
1.791037743426294e-03	-2.499539e+00
1.791137743426294e-03	-2.499539e+00
1.791237743426294e-03	-2.499539e+00
1.791337743426294e-03	-2.499539e+00
1.791437743426294e-03	-2.499539e+00
1.791537743426294e-03	-2.499539e+00
1.791637743426294e-03	-2.499539e+00
1.791737743426295e-03	-2.499539e+00
1.791837743426295e-03	-2.499539e+00
1.791937743426295e-03	-2.499539e+00
1.792037743426295e-03	-2.499539e+00
1.792137743426295e-03	-2.499539e+00
1.792237743426295e-03	-2.499539e+00
1.792337743426295e-03	-2.499539e+00
1.792437743426295e-03	-2.499539e+00
1.792537743426295e-03	-2.499539e+00
1.792637743426295e-03	-2.499539e+00
1.792737743426295e-03	-2.499539e+00
1.792837743426295e-03	-2.499539e+00
1.792937743426295e-03	-2.499539e+00
1.793037743426295e-03	-2.499539e+00
1.793137743426295e-03	-2.499539e+00
1.793237743426295e-03	-2.499539e+00
1.793337743426295e-03	-2.499539e+00
1.793437743426296e-03	-2.499539e+00
1.793537743426296e-03	-2.499539e+00
1.793637743426296e-03	-2.499539e+00
1.793737743426296e-03	-2.499539e+00
1.793837743426296e-03	-2.499539e+00
1.793937743426296e-03	-2.499539e+00
1.794037743426296e-03	-2.499539e+00
1.794137743426296e-03	-2.499539e+00
1.794237743426296e-03	-2.499539e+00
1.794337743426296e-03	-2.499539e+00
1.794437743426296e-03	-2.499539e+00
1.794537743426296e-03	-2.499539e+00
1.794637743426296e-03	-2.499539e+00
1.794737743426296e-03	-2.499539e+00
1.794837743426296e-03	-2.499539e+00
1.794937743426296e-03	-2.499539e+00
1.795037743426296e-03	-2.499539e+00
1.795137743426296e-03	-2.499539e+00
1.795237743426297e-03	-2.499539e+00
1.795337743426297e-03	-2.499539e+00
1.795437743426297e-03	-2.499539e+00
1.795537743426297e-03	-2.499539e+00
1.795637743426297e-03	-2.499539e+00
1.795737743426297e-03	-2.499539e+00
1.795837743426297e-03	-2.499539e+00
1.795937743426297e-03	-2.499539e+00
1.796037743426297e-03	-2.499539e+00
1.796137743426297e-03	-2.499539e+00
1.796237743426297e-03	-2.499539e+00
1.796337743426297e-03	-2.499539e+00
1.796437743426297e-03	-2.499539e+00
1.796537743426297e-03	-2.499539e+00
1.796637743426297e-03	-2.499539e+00
1.796737743426297e-03	-2.499539e+00
1.796837743426297e-03	-2.499539e+00
1.796937743426297e-03	-2.499539e+00
1.797037743426298e-03	-2.499539e+00
1.797137743426298e-03	-2.499539e+00
1.797237743426298e-03	-2.499539e+00
1.797337743426298e-03	-2.499539e+00
1.797437743426298e-03	-2.499539e+00
1.797537743426298e-03	-2.499539e+00
1.797637743426298e-03	-2.499539e+00
1.797737743426298e-03	-2.499539e+00
1.797837743426298e-03	-2.499539e+00
1.797937743426298e-03	-2.499539e+00
1.798037743426298e-03	-2.499539e+00
1.798137743426298e-03	-2.499539e+00
1.798237743426298e-03	-2.499539e+00
1.798337743426298e-03	-2.499539e+00
1.798437743426298e-03	-2.499539e+00
1.798537743426298e-03	-2.499539e+00
1.798637743426298e-03	-2.499539e+00
1.798737743426299e-03	-2.499539e+00
1.798837743426299e-03	-2.499539e+00
1.798937743426299e-03	-2.499539e+00
1.799037743426299e-03	-2.499539e+00
1.799137743426299e-03	-2.499539e+00
1.799237743426299e-03	-2.499539e+00
1.799337743426299e-03	-2.499539e+00
1.799437743426299e-03	-2.499539e+00
1.799537743426299e-03	-2.499539e+00
1.799637743426299e-03	-2.499539e+00
1.799737743426299e-03	-2.499539e+00
1.799837743426299e-03	-2.499539e+00
1.799937743426299e-03	-2.499539e+00
1.800037743426299e-03	-2.499539e+00
1.800137743426299e-03	-2.499539e+00
1.800237743426299e-03	-2.499539e+00
1.800337743426299e-03	-2.499539e+00
1.800437743426299e-03	-2.499539e+00
1.800537743426300e-03	-2.499539e+00
1.800637743426300e-03	-2.499539e+00
1.800737743426300e-03	-2.499539e+00
1.800837743426300e-03	-2.499539e+00
1.800937743426300e-03	-2.499539e+00
1.801037743426300e-03	-2.499539e+00
1.801137743426300e-03	-2.499539e+00
1.801237743426300e-03	-2.499539e+00
1.801337743426300e-03	-2.499539e+00
1.801437743426300e-03	-2.499539e+00
1.801537743426300e-03	-2.499539e+00
1.801637743426300e-03	-2.499539e+00
1.801737743426300e-03	-2.499539e+00
1.801837743426300e-03	-2.499539e+00
1.801937743426300e-03	-2.499539e+00
1.802037743426300e-03	-2.499539e+00
1.802137743426300e-03	-2.499539e+00
1.802237743426300e-03	-2.499539e+00
1.802337743426301e-03	-2.499539e+00
1.802437743426301e-03	-2.499539e+00
1.802537743426301e-03	-2.499539e+00
1.802637743426301e-03	-2.499539e+00
1.802737743426301e-03	-2.499539e+00
1.802837743426301e-03	-2.499539e+00
1.802937743426301e-03	-2.499539e+00
1.803037743426301e-03	-2.499539e+00
1.803137743426301e-03	-2.499539e+00
1.803237743426301e-03	-2.499539e+00
1.803337743426301e-03	-2.499539e+00
1.803437743426301e-03	-2.499539e+00
1.803537743426301e-03	-2.499539e+00
1.803637743426301e-03	-2.499539e+00
1.803737743426301e-03	-2.499539e+00
1.803837743426301e-03	-2.499539e+00
1.803937743426301e-03	-2.499539e+00
1.804037743426302e-03	-2.499539e+00
1.804137743426302e-03	-2.499539e+00
1.804237743426302e-03	-2.499539e+00
1.804337743426302e-03	-2.499539e+00
1.804437743426302e-03	-2.499539e+00
1.804537743426302e-03	-2.499539e+00
1.804637743426302e-03	-2.499539e+00
1.804737743426302e-03	-2.499539e+00
1.804837743426302e-03	-2.499539e+00
1.804937743426302e-03	-2.499539e+00
1.805037743426302e-03	-2.499539e+00
1.805137743426302e-03	-2.499539e+00
1.805237743426302e-03	-2.499539e+00
1.805337743426302e-03	-2.499539e+00
1.805437743426302e-03	-2.499539e+00
1.805537743426302e-03	-2.499539e+00
1.805637743426302e-03	-2.499539e+00
1.805737743426302e-03	-2.499539e+00
1.805837743426303e-03	-2.499539e+00
1.805937743426303e-03	-2.499539e+00
1.806037743426303e-03	-2.499539e+00
1.806137743426303e-03	-2.499539e+00
1.806237743426303e-03	-2.499539e+00
1.806337743426303e-03	-2.499539e+00
1.806437743426303e-03	-2.499539e+00
1.806537743426303e-03	-2.499539e+00
1.806637743426303e-03	-2.499539e+00
1.806737743426303e-03	-2.499539e+00
1.806837743426303e-03	-2.499539e+00
1.806937743426303e-03	-2.499539e+00
1.807037743426303e-03	-2.499539e+00
1.807137743426303e-03	-2.499539e+00
1.807237743426303e-03	-2.499539e+00
1.807337743426303e-03	-2.499539e+00
1.807437743426303e-03	-2.499539e+00
1.807537743426303e-03	-2.499539e+00
1.807637743426304e-03	-2.499539e+00
1.807737743426304e-03	-2.499539e+00
1.807837743426304e-03	-2.499539e+00
1.807937743426304e-03	-2.499539e+00
1.808037743426304e-03	-2.499539e+00
1.808137743426304e-03	-2.499539e+00
1.808237743426304e-03	-2.499539e+00
1.808337743426304e-03	-2.499539e+00
1.808437743426304e-03	-2.499539e+00
1.808537743426304e-03	-2.499539e+00
1.808637743426304e-03	-2.499539e+00
1.808737743426304e-03	-2.499539e+00
1.808837743426304e-03	-2.499539e+00
1.808937743426304e-03	-2.499539e+00
1.809037743426304e-03	-2.499539e+00
1.809137743426304e-03	-2.499539e+00
1.809237743426304e-03	-2.499539e+00
1.809337743426305e-03	-2.499539e+00
1.809437743426305e-03	-2.499539e+00
1.809537743426305e-03	-2.499539e+00
1.809637743426305e-03	-2.499539e+00
1.809737743426305e-03	-2.499539e+00
1.809837743426305e-03	-2.499539e+00
1.809937743426305e-03	-2.499539e+00
1.810037743426305e-03	-2.499539e+00
1.810137743426305e-03	-2.499539e+00
1.810237743426305e-03	-2.499539e+00
1.810337743426305e-03	-2.499539e+00
1.810437743426305e-03	-2.499539e+00
1.810537743426305e-03	-2.499539e+00
1.810637743426305e-03	-2.499539e+00
1.810737743426305e-03	-2.499539e+00
1.810837743426305e-03	-2.499539e+00
1.810937743426305e-03	-2.499539e+00
